연번,호선,역명,장비,호기,승강기번호,운행구간(공사기준),설치위치,운행구간(자체조사)
381,3,대치,E/S,2,1807-854,B3(승)-AD계단,상행 1-1,B3(승)-AD계단
382,3,대치,E/S,3,1807-855,BC계단-B3(승),상행 10-4,BC계단-B3(승)
383,3,대치,E/S,4,1807-888,B3(승)-B2(대),하행 1-1,B3(승)-B2(대)
384,3,대치,E/S,5,1810-043,지상-B1(대),4번출구 하행,지상-B1(대)
385,3,대치,E/S,6,1810-044,B1(대)-지상,4번출구 상행,B1(대)-지상
386,3,학여울,E/S,1,1809-355,B3(대)-B2(대),B3(대) 하행,B3(대)-B2(대)
387,3,학여울,E/S,2,1809-354,B2(대)-B3(대),B3(대) 상행,B2(대)-B3(대)
388,3,대청,E/S,1,1807-886,지상-B1(대),6번출구 하행,지상-B1(대)
389,3,대청,E/S,2,1807-885,B1(대)-지상,6번출구 상행,B1(대)-지상
390,3,대청,E/S,3,1811-189,지상-B1(대),3번출구 하행,지상-B1(대)
391,3,대청,E/S,4,1811-190,B1(대)-지상,3번출구 상행,B1(대)-지상
392,3,일원,E/S,1,1811-327,지상-B1(대),1번출구,지상-B1(대)
393,3,일원,E/S,2,1811-328,B1(대)-지상,1번출구,B1(대)-지상
394,3,일원,E/S,3,1811-301,B1(대)-지상,2번출구,B1(대)-지상
395,3,일원,E/S,4,1811-302,B1(대)-지상,3번출구,B1(대)-지상
396,3,일원,E/S,5,1811-319,,6번출구,
397,3,일원,E/S,6,1811-320,,6번출구,
398,3,수서,E/S,1,1802-119,지상-B1(대),1번출구 하행,지상-B1(대)
399,3,수서,E/S,2,1802-120,B1(대)-지상,1번출구 상행,B1(대)-지상
400,3,수서,E/S,3,1802-055,지상-B1(대),2번출구 하행,지상-B1(대)
401,3,수서,E/S,4,1802-056,B1(대)-지상,2번출구 상행,B1(대)-지상
402,3,수서,E/S,5,1802-117,지상-B1(대),6번출구 하행,지상-B1(대)
403,3,수서,E/S,6,1802-118,B1(대)-지상,6번출구 상행,B1(대)-지상
404,3,수서,E/S,7,1812-113,,,
405,3,수서,E/S,8,1812-114,,,
406,3,수서,E/S,9,1812-115,,,
407,3,수서,E/S,10,1812-116,,,
408,3,수서,E/S,11,1812-970,지상-B1(대),5번출구,지상-B1(대)
409,3,수서,E/S,12,1812-969,B1(대)-지상,6번출구,B1(대)-지상
410,3,가락시장,E/S,1,1809-395,B2(대)-B4(승),상행 4-4,B2(대)-B4(승)
411,3,가락시장,E/S,2,1809-396,B4(승)-B2(대),상행 4-4,B4(승)-B2(대)
412,3,가락시장,E/S,3,1809-397,B2(대)-B4(승),상행 6-3,B2(대)-B4(승)
413,3,가락시장,E/S,4,1809-398,B4(승)-B2(대),상행 6-3,B4(승)-B2(대)
414,3,가락시장,E/S,5,1809-399,B3(대)-B4(승),상행 8-3,B3(대)-B4(승)
415,3,가락시장,E/S,6,1809-400,B4(승)-B3(대),상행 8-3,B4(승)-B3(대)
416,3,가락시장,E/S,7,1808-601,B4(승)-B3(대),상행 9-4,B4(승)-B3(대)
417,3,가락시장,E/S,8,1808-602,B3(대)-B4(승),하행 2-1,B3(대)-B4(승)
418,3,가락시장,E/S,9,1808-603,B3(대)-B4(승),하행 3-2,B3(대)-B4(승)
419,3,가락시장,E/S,10,1808-604,B4(승)-B3(대),하행 3-2,B4(승)-B3(대)
420,3,가락시장,E/S,11,1808-605,B2(대)-B4(승),하행 5-2,B2(대)-B4(승)
421,3,가락시장,E/S,12,1808-606,B4(승)-B2(대),하행 5-2,B4(승)-B2(대)
422,3,가락시장,E/S,13,1808-607,B2(대)-B4(승),하행 7-1,B2(대)-B4(승)
423,3,가락시장,E/S,14,1808-608,B4(승)-B2(대),하행 7-1,B4(승)-B2(대)
424,3,가락시장,E/S,15,1808-609,B1(대)-B2(대),B2(대) 하행,B1(대)-B2(대)
425,3,가락시장,E/S,16,1808-610,B2(대)-B1(대),B2(대) 상행,B2(대)-B1(대)
426,3,가락시장,E/S,17,1808-611,B1(대)-B2(대),B2(대) 하행,B1(대)-B2(대)
427,3,가락시장,E/S,18,1808-612,B2(대)-B1(대),B2(대) 상행,B2(대)-B1(대)
428,3,가락시장,E/S,19,1808-613,지상-B1(대),7번출구 하행,지상-B1(대)
429,3,가락시장,E/S,20,1808-614,B1(대)-지상,7번출구 상행,B1(대)-지상
430,3,가락시장,E/S,21,1808-616,지상-B2(대),8번출구 하행,지상-B2(대)
431,3,가락시장,E/S,22,1808-615,B2(대)-지상,8번출구 상행,B2(대)-지상
432,3,경찰병원,E/S,1,1809-375,B1(대)-B2(승),상행 2-1,B1(대)-B2(승)
433,3,경찰병원,E/S,2,1809-376,B2(승)-B1(대),상행 2-1,B2(승)-B1(대)
434,3,경찰병원,E/S,3,1809-377,B1(대)-B2(승),상행 6-2,B1(대)-B2(승)
435,3,경찰병원,E/S,4,1809-378,B2(승)-B1(대),상행 6-2,B2(승)-B1(대)
436,3,경찰병원,E/S,5,1809-379,B1(대)-B2(승),상행 7-4,B1(대)-B2(승)
437,3,경찰병원,E/S,6,1809-380,B2(승)-B1(대),상행 7-4,B2(승)-B1(대)
438,3,경찰병원,E/S,7,1809-381,B1(대)-B2(승),하행 4-1,B1(대)-B2(승)
439,3,경찰병원,E/S,8,1809-382,B2(승)-B1(대),하행 4-1,B2(승)-B1(대)
440,3,경찰병원,E/S,9,1809-383,B1(대)-B2(승),하행 5-3,B1(대)-B2(승)
441,3,경찰병원,E/S,10,1809-384,B2(승)-B1(대),하행 5-3,B2(승)-B1(대)
442,3,경찰병원,E/S,11,1809-385,B1(대)-B2(승),하행 9-4,B1(대)-B2(승)
443,3,경찰병원,E/S,12,1809-386,B2(승)-B1(대),하행 9-4,B2(승)-B1(대)
444,3,경찰병원,E/S,13,1809-387,지상-B1(대),1번출구 하행,지상-B1(대)
445,3,경찰병원,E/S,14,1809-388,B1(대)-지상,1번출구 상행,B1(대)-지상
446,3,경찰병원,E/S,15,1809-389,지상-B1(대),2번출구 하행,지상-B1(대)
447,3,경찰병원,E/S,16,1809-390,B1(대)-지상,2번출구 상행,B1(대)-지상
448,3,경찰병원,E/S,17,1809-391,셔터(4-1)-B1(대),대합실 하행,셔터(4-1)-B1(대)
449,3,경찰병원,E/S,18,1809-392,B1(대)-셔터(4-1),대합실 상행,B1(대)-셔터(4-1)
450,3,경찰병원,E/S,19,1809-393,지상-셔터(3-1),3번출구 하행,지상-셔터(3-1)
451,3,경찰병원,E/S,20,1809-394,셔터(3-1)-지상,3번출구 상행,셔터(3-1)-지상
452,3,오금,E/S,1,1809-360,B2(대)-B3(승),상행 2-2,B2(대)-B3(승)
453,3,오금,E/S,2,1809-361,B3(승)-B2(대),상행 2-2,B3(승)-B2(대)
454,3,오금,E/S,3,1809-362,B1(대)-B3(승),상행 4-2,B1(대)-B3(승)
455,3,오금,E/S,4,1809-363,B3(승)-B1(대),상행 4-2,B3(승)-B1(대)
456,3,오금,E/S,5,1809-364,B3(승)-B2(대),상행 7-1,B3(승)-B2(대)
457,3,오금,E/S,6,1809-365,B3(승)-B2(대),하행 4-4,B3(승)-B2(대)
458,3,오금,E/S,7,1809-366,B1(대)-B3(승),하행 7-3,B1(대)-B3(승)
459,3,오금,E/S,8,1809-367,B3(승)-B1(대),하행 7-3,B3(승)-B1(대)
460,3,오금,E/S,9,1809-368,B2(대)-B3(승),하행 9-3,B2(대)-B3(승)
461,3,오금,E/S,10,1809-369,B3(승)-B2(대),하행 9-3,B3(승)-B2(대)
462,3,오금,E/S,11,1809-370,B1(대)-B2(대),환승 하행,B1(대)-B2(대)
463,3,오금,E/S,12,1809-371,B2(대)-B1(대),환승 상행,B2(대)-B1(대)
464,3,오금,E/S,13,1809-372,지상-셔터(1-1),1번출구 하행,지상-셔터(1-1)
465,3,오금,E/S,14,1809-373,셔터(1-1)-지상,1번출구 상행,셔터(1-1)-지상
466,3,오금,E/S,15,1809-374,B1(대)-셔터(2-1),2번출구 상행,B1(대)-셔터(2-1)
467,4,상계,E/S,,1810-581,1(지상)-2(대),1번출구측 상행,1(지상)-2(대)
468,4,상계,E/S,,1810-582,2(대)-1(지상),1번출구측 하행,2(대)-1(지상)
469,4,노원,E/S,1,1806-720,2(대)-1(지상),1번출구 하행,2(대)-1(지상)
470,4,노원,E/S,2,1803-067,1(지상)-2(대),1번출구 상행,1(지상)-2(대)
471,4,창동,E/S,1,1806-832,2(대)-1(지상),1번출구 하행,2(대)-1(지상)
472,4,창동,E/S,2,1806-842,1(지상)-2(대),1번출구 상행,1(지상)-2(대)
473,4,창동,E/S,,1810-584,,,
474,4,창동,E/S,,1810-585,,,
475,4,창동,E/S,,1810-586,,,
476,4,창동,E/S,,1810-587,,,
477,4,쌍문,E/S,1,1803-299,1(지상)-B1(대),4번출구 하행,1(지상)-B1(대)
478,4,쌍문,E/S,2,1803-300,B1(대)-1(지상),4번출구 상행,B1(대)-1(지상)
479,4,쌍문,E/S,3,1810-171,1(지상)-B1(대),2번출구 하행,1(지상)-B1(대)
480,4,쌍문,E/S,4,1810-172,B1(대)-1(지상),2번출구 상행,B1(대)-1(지상)
481,4,수유,E/S,1,1809-186,1(지상)-B1(대),3번출구 하행,1(지상)-B1(대)
482,4,수유,E/S,2,1809-187,B1(대)-1(지상),3번출구 상행,B1(대)-1(지상)
483,4,수유,E/S,3,1809-188,1(지상)-B1(대),8번출구 하행,1(지상)-B1(대)
484,4,수유,E/S,4,1809-189,B1(대)-1(지상),8번출구 상행,B1(대)-1(지상)
485,4,미아,E/S,1,1806-719,1(지상)-B1(대),3번출구 하행,1(지상)-B1(대)
486,4,미아,E/S,2,1806-718,B1(대)-1(지상),3번출구 상행,B1(대)-1(지상)
487,4,미아,E/S,3,1806-894,1(지상)-B1(대),1번출구 하행,1(지상)-B1(대)
488,4,미아,E/S,4,1806-895,B1(대)-1(지상),1번출구 상행,B1(대)-1(지상)
489,4,미아,E/S,5,1803-201,1(지상)-B1(대),6번출구 하행,1(지상)-B1(대)
490,4,미아,E/S,6,1803-202,B1(대)-1(지상),6번출구 상행,B1(대)-1(지상)
491,4,미아사거리,E/S,1,1806-716,1(지상)-B1(대),3번출구 하행,1(지상)-B1(대)
492,4,미아사거리,E/S,2,1806-717,B1(대)-1(지상),3번출구 상행,B1(대)-1(지상)
493,4,길음,E/S,1,1806-831,B1(대)-1(지상),2번출구 상행,B1(대)-1(지상)
494,4,길음,E/S,2,1803-356,1(지상)-B1(대),3번출구 하행,1(지상)-B1(대)
495,4,길음,E/S,3,1803-355,B1(대)-1(지상),3번출구 상행,B1(대)-1(지상)
496,4,성신여대입구,E/S,1,1803-354,1(지상)-B1(대),1번출구 상행,1(지상)-B1(대)
497,4,성신여대입구,E/S,2,1803-353,B1(대)-1(지상),1번출구 하행,B1(대)-1(지상)
498,4,성신여대입구,E/S,3,1806-697,B1(대)-지상,4번출구 상행,B1(대)-지상
499,4,성신여대입구,E/S,4,1810-583,지상-B1(대),4번출구 하행,지상-B1(대)
500,4,한성대입구,E/S,1,1809-931,1(지상)-B1(대),5번출구 하행,1(지상)-B1(대)
501,4,한성대입구,E/S,2,1809-932,B1(대)-1(지상),5번출구 상행,B1(대)-1(지상)
502,4,혜화,E/S,1,1800-166,1(지상)-B1(대),1번출구 하행,1(지상)-B1(대)
503,4,혜화,E/S,2,1800-165,B1(대)-1(지상),1번출구 상행,B1(대)-1(지상)
504,4,혜화,E/S,3,1810-099,1(지상)-B1(대),3번출구 하행,1(지상)-B1(대)
505,4,혜화,E/S,4,1810-100,B1(대)-1(지상),3번출구 상행,B1(대)-1(지상)
506,4,동대문(4),E/S,1,1801-111,B2(대)-B4(승),사당방향 하행 7-4,B2(대)-B4(승)
507,4,동대문(4),E/S,2,1801-112,B4(승)-B2(대),노원방향 상행 4-1,B4(승)-B2(대)
508,4,동대문(4),E/S,3,1801-113,B2(대)-B4(승),사당방향 하행 3-3,B2(대)-B4(승)
509,4,동대문(4),E/S,4,1801-114,B2(대)-B4(승),노원방향 상행 8-2,B2(대)-B4(승)
510,4,동대문(4),E/S,5,1800-340,B1(대)-B2(대),4호선연결 하행,B1(대)-B2(대)
511,4,동대문(4),E/S,6,1800-341,B2(대)-B1(대),1호선연결 상행,B2(대)-B1(대)
512,4,동대문(4),E/S,7,1808-172,지상-B1(대),8번출구 하행,지상-B1(대)
513,4,동대문(4),E/S,8,1808-173,B1(대)-지상,8번출구 상행,B1(대)-지상
514,4,동대문(4),E/S,9,1810-701,지상-B1(대),9번출구 하행,지상-B1(대)
515,4,동대문(4),E/S,10,1810-702,B1(대)-지상,9번출구 상행,B1(대)-지상
516,4,동대문역사문화공원(4),E/S,1,1801-576,B1(대)-B3(승),하행 8-3,B1(대)-B3(승)
517,4,동대문역사문화공원(4),E/S,2,1801-577,B3(승)-B1(대),상행 3-1,B3(승)-B1(대)
518,4,동대문역사문화공원(4),E/S,3,1800-474,B2(대)-B3(승),하행 5-2,B2(대)-B3(승)
519,4,동대문역사문화공원(4),E/S,4,1800-475,B3(승)-B2(대),상행 6-3,B3(승)-B2(대)
520,4,동대문역사문화공원(4),E/S,5,1808-987,B2(대)-B3(승),하행 2-4,B2(대)-B3(승)
521,4,동대문역사문화공원(4),E/S,6,1808-988,B3(승)-B2(대),상행 9-1,B3(승)-B2(대)
522,4,충무로(4),E/S,1,1808-128,B2(대)-B3(승),상행 4-2,B2(대)-B3(승)
523,4,충무로(4),E/S,2,1808-129,B3(승)-B2(대),상행 4-2,B3(승)-B2(대)
524,4,충무로(4),E/S,3,1808-130,B2(대)-B3(승),상행 6-3,B2(대)-B3(승)
525,4,충무로(4),E/S,4,1808-131,B3(승)-B2(대),상행 6-3,B3(승)-B2(대)
526,4,충무로(4),E/S,5,1808-132,B2(대)-B3(승),하행 5-2,B2(대)-B3(승)
527,4,충무로(4),E/S,6,1808-133,B3(승)-B2(대),하행 5-2,B3(승)-B2(대)
528,4,충무로(4),E/S,7,1808-134,B2(대)-B3(승),하행 7-2,B2(대)-B3(승)
529,4,충무로(4),E/S,8,1808-135,B3(승)-B2(대),하행 7-2,B3(승)-B2(대)
530,4,충무로(4),E/S,9,1808-136,B1(대)-B2(대),X-10 기둥 우측,B1(대)-B2(대)
531,4,충무로(4),E/S,10,1808-137,B2(대)-B1(대),X-10 기둥 우측,B2(대)-B1(대)
532,4,충무로(4),E/S,11,1808-138,B1(대)-B2(대),X-27 기둥 좌측,B1(대)-B2(대)
533,4,충무로(4),E/S,12,1808-139,B2(대)-B1(대),X-27 기둥 좌측,B2(대)-B1(대)
534,4,충무로(4),E/S,13,1808-140,B1(대)-B2(대),X-27 기둥 우측,B1(대)-B2(대)
535,4,충무로(4),E/S,14,1808-141,B2(대)-B1(대),X-27 기둥 우측,B2(대)-B1(대)
536,4,충무로(4),E/S,15,1808-142,B1(대)-B2(대),X-10 기둥 좌측,B1(대)-B2(대)
537,4,충무로(4),E/S,16,1808-143,B2(대)-B1(대),X-10 기둥 좌측,B2(대)-B1(대)
538,4,충무로(4),E/S,17,1800-486,B4(3호선)-B2(대),3호선환승(휠체어) 좌측,B4(3호선)-B2(대)
539,4,충무로(4),E/S,18,1800-487,B4(3호선)-B2(대),3호선환승(휠체어) 좌측,B4(3호선)-B2(대)
540,4,충무로(4),E/S,19,1801-479,B2(대)-B4(3호선),3호선환승(휠체어) 우측,B2(대)-B4(3호선)
541,4,충무로(4),E/S,20,1801-409,B4(3호선)-B2(대),3호선환승(휠체어) 우측,B4(3호선)-B2(대)
542,4,충무로(4),E/S,21,1806-330,지상-B1(대),1번출구 하행,지상-B1(대)
543,4,충무로(4),E/S,22,1806-329,B1(대)-지상,1번출구 상행,B1(대)-지상
544,4,명동,E/S,1,1800-724,B2(대)-A계단(승),A계단 옆,B2(대)-A계단(승)
545,4,명동,E/S,2,1801-053,A계단(승)-B2(대),A계단 옆,A계단(승)-B2(대)
546,4,명동,E/S,3,1800-725,B2(대)-B계단(승),B계단 옆,B2(대)-B계단(승)
547,4,명동,E/S,4,1801-054,B계단(승)-B2(대),B계단 옆,B계단(승)-B2(대)
548,4,명동,E/S,5,1810-714,지상-B1(대),3번출구 하행,지상-B1(대)
549,4,명동,E/S,6,1810-715,B1(대)-지상,3번출구 상행,B1(대)-지상
550,4,회현,E/S,1,1801-681,B2(대)-A계단(승),A계단 옆,B2(대)-A계단(승)
551,4,회현,E/S,2,1801-682,A계단(승)-B2(대),A계단 옆,A계단(승)-B2(대)
552,4,회현,E/S,3,1801-683,B2(대)-B4(승),상행 6-4,B2(대)-B4(승)
553,4,회현,E/S,4,1801-684,B4(승)-B2(대),하행 4-4,B4(승)-B2(대)
554,4,회현,E/S,5,1801-685,B2(대)-B4(승),하행 1-4,B2(대)-B4(승)
555,4,회현,E/S,6,1801-686,B4(승)-B2(대),상행 9-4,B4(승)-B2(대)
556,4,서울(4),E/S,1,1801-085,1호선 연결통로,사당방향 하행 10-4,1호선 연결통로
557,4,서울(4),E/S,2,1801-373,1호선 연결통로,당고개방향 상행 1-1,1호선 연결통로
558,4,서울(4),E/S,3,1801-348,지상-B1(연결통로),9-1번출구(교통섬) 하행,지상-B1(연결통로)
559,4,서울(4),E/S,4,1801-316,B1(연결통로)-지상,9-1번출구(교통섬) 상행,B1(연결통로)-지상
560,4,삼각지,E/S,1,1801-578,지상-B1(대),2번출구 하행,지상-B1(대)
561,4,삼각지,E/S,2,1801-579,B1(대)-지상,2번출구 상행,B1(대)-지상
562,4,삼각지,E/S,3,1801-580,지상-B1(대),5번출구 하행,지상-B1(대)
563,4,삼각지,E/S,4,1801-581,B1(대)-지상,5번출구 상행,B1(대)-지상
564,4,신용산,E/S,1,1800-495,지상-B1(대),5번출구 하행,지상-B1(대)
565,4,신용산,E/S,2,1800-496,B1(대)-지상,5번출구 상행,B1(대)-지상
566,4,신용산,E/S,3,1810-471,B1(대)-지상,3번출구 상행,B1(대)-지상
567,4,신용산,E/S,4,1810-472,지상-B1(대),4번출구 하행,지상-B1(대)
568,4,신용산,E/S,5,1810-473,B1(대)-지상,4번출구 상행,B1(대)-지상
569,4,신용산,E/S,6,1813-881,지상-B1(대),1번출구,지상-B1(대)
570,4,신용산,E/S,7,1813-882,B1(대)-지상,1번출구,B1(대)-지상
571,4,신용산,E/S,8,1813-883,지상-B1(대),1번출구,지상-B1(대)
572,4,신용산,E/S,9,1813-884,B1(대)-지상,1번출구,B1(대)-지상
573,4,이촌,E/S,1,1808-990,지상-B1(대),1번출구 하행,지상-B1(대)
574,4,이촌,E/S,2,1808-989,B1(대)-지상,1번출구 상행,B1(대)-지상
575,4,이촌,E/S,3,1801-719,지상-B1(대),2번출구 하행,지상-B1(대)
576,4,이촌,E/S,4,1801-720,B1(대)-지상,2번출구 상행,B1(대)-지상
577,4,총신대입구,E/S,1,1807-713,지상-B1(대),14번출구 하행,지상-B1(대)
578,4,총신대입구,E/S,2,1807-714,B1(대)-지상,14번출구 상행,B1(대)-지상
579,4,총신대입구,E/S,3,1810-310,지상-B1(대),1번출구 하행,지상-B1(대)
580,4,총신대입구,E/S,4,1810-309,B1(대)-지상,1번출구 상행,B1(대)-지상
581,4,사당(4),E/S,1,1804-715,B3(승)-B2(승),하행 1-1,B3(승)-B2(승)
582,4,사당(4),E/S,2,1808-282,지상-B1(대),4번출구 하행,지상-B1(대)
583,4,사당(4),E/S,3,1808-281,B1(대)-지상,4번출구 상행,B1(대)-지상
584,4,사당(4),E/S,4,1804-714,지상-B1(대),9번출구 하행,지상-B1(대)
585,4,사당(4),E/S,5,1804-713,B1(대)-지상,9번출구 상행,B1(대)-지상
586,4,사당(4),E/S,6,1807-301,지상-B1(대),3번출구 하행,지상-B1(대)
587,4,사당(4),E/S,7,1808-283,B1(대)-지상,3번출구 상행,B1(대)-지상
588,4,남태령,E/S,1,1802-114,B2(대)-B3(승),하행 3-2,B2(대)-B3(승)
589,4,남태령,E/S,2,1802-113,B3(승)-B2(대),상행 8-3,B3(승)-B2(대)
590,5,김포공항,E/S,1,1808-085,B2-B3,내부,상/시점(B3)-대(B2)
591,5,김포공항,E/S,2,1808-086,B2-B3,내부,상/시점(B3)-대(B2)
592,5,김포공항,E/S,3,1808-087,B2-B3,내부,하/시점(B3)-대(B2)
593,5,김포공항,E/S,4,1808-088,B2-B3,내부,하/시점(B3)-대(B2)
594,5,김포공항,E/S,5,1808-089,B2-B3,내부,상/종점(B3)-대(B2)
595,5,김포공항,E/S,6,1808-090,B2-B3,내부,상/종점(B3)-대(B2)
596,5,김포공항,E/S,7,1808-091,B2-B3,내부,하/종점(B3)-대(B2)
597,5,김포공항,E/S,8,1808-092,B2-B3,내부,하/종점(B3)-대(B2)
598,5,김포공항,E/S,9,1808-428,F1-B1,외부,대합(B1)-지상(#3 출구 뒤)
599,5,김포공항,E/S,10,1808-427,F1-B1,외부,대합(B1)-지상(#3 출구 뒤)
600,5,송정,E/S,1,1808-093,B1-B2,내부,대합(B2)-대합(B1)
601,5,송정,E/S,2,1808-094,B1-B2,내부,대합(B2)-대합(B1)
602,5,송정,E/S,3,1808-095,F1-B1,외부,대합(B1)-지상(#4 출구)
603,5,송정,E/S,4,1808-096,F1-B1,외부,대합(B1)-지상(#4 출구)
604,5,마곡,E/S,1,1807-781,F1-B1,외부,대합(B1)-지상(#1 출구)
605,5,마곡,E/S,2,1807-782,F1-B1,외부,대합(B1)-지상(#1 출구)
606,5,마곡,E/S,3,1807-783,F1-B1,외부,대합(B1)-지상(#7 출구)
607,5,마곡,E/S,4,1807-784,F1-B1,외부,대합(B1)-지상(#7 출구)
608,5,마곡,E/S,5,1807-785,F1-B1,외부,대합(B1)-지상(#6 출구)
609,5,마곡,E/S,6,1807-786,F1-B1,외부,대합(B1)-지상(#6 출구)
610,5,마곡,E/S,7,1814-757,F1-B1,외부,대합(B1)-지상(#3 출구)
611,5,마곡,E/S,8,1814-758,F1-B1,외부,대합(B1)-지상(#3 출구)
612,5,마곡,E/S,9,1814-759,F1-B1,외부,대합(B1)-지상(#4 출구)
613,5,마곡,E/S,10,1814-760,F1-B1,외부,대합(B1)-지상(#4 출구)
614,5,마곡,E/S,11,1814-761,F1-B1,외부,대합(B1)-지상(#5 출구)
615,5,마곡,E/S,12,1814-762,F1-B1,외부,대합(B1)-지상(#6 출구)
616,5,우장산,E/S,1,1808-083,F1-B1,외부,대합(B1)-지상(#1 출구)
617,5,우장산,E/S,2,1808-084,F1-B1,외부,대합(B1)-지상(#2 출구)
618,5,우장산,E/S,3,1807-191,F1-B1,외부,대합(B1)-지상(#3 출구)
619,5,우장산,E/S,4,1807-192,F1-B1,외부,대합(B1)-지상(#3 출구)
620,5,화곡,E/S,1,1810-191,BM1-B1,내부,대합(B2)-대합(B1)
621,5,화곡,E/S,2,1810-192,BM1-B1,내부,대합(B2)-대합(B1)
622,5,화곡,E/S,3,1810-193,F1-B1,외부,대합(B1)-지상(#3 출구)
